datetime,小汽车数量,自行车数量,公交车数量,卡车数量,总车辆数量,交通状况,hour,weekday,is_weekend
2021-07-26 05:45:00,92,12,19,8,131,normal,5,0,0
2021-07-26 06:00:00,111,27,12,13,163,normal,6,0,0
2021-07-26 06:15:00,105,25,24,11,165,normal,6,0,0
2021-07-26 06:30:00,84,26,12,11,133,normal,6,0,0
2021-07-26 06:45:00,130,19,20,11,180,heavy,6,0,0
2021-07-26 07:00:00,107,16,16,9,148,normal,7,0,0
2021-07-26 07:15:00,130,15,11,15,171,heavy,7,0,0
2021-07-26 07:30:00,139,28,17,5,189,heavy,7,0,0
2021-07-26 07:45:00,91,17,25,14,147,normal,7,0,0
2021-07-26 08:00:00,139,22,16,5,182,heavy,8,0,0
2021-07-26 08:15:00,141,11,19,7,178,heavy,8,0,0
2021-07-26 08:30:00,116,29,14,12,171,heavy,8,0,0
2021-07-26 08:45:00,80,17,20,13,130,normal,8,0,0
2021-07-26 09:00:00,59,10,23,19,111,normal,9,0,0
2021-07-26 09:15:00,76,15,25,5,121,normal,9,0,0
2021-07-26 09:30:00,42,10,15,7,74,low,9,0,0
2021-07-26 09:45:00,31,5,27,10,73,normal,9,0,0
2021-07-26 10:00:00,40,12,26,11,89,normal,10,0,0
2021-07-26 10:15:00,72,15,7,19,113,normal,10,0,0
2021-07-26 10:30:00,37,8,15,15,75,low,10,0,0
2021-07-26 10:45:00,54,6,0,27,87,normal,10,0,0
2021-07-26 11:00:00,21,0,1,25,47,normal,11,0,0
2021-07-26 11:15:00,70,9,6,30,115,normal,11,0,0
2021-07-26 11:30:00,38,3,2,33,76,normal,11,0,0
2021-07-26 11:45:00,23,0,1,32,56,normal,11,0,0
2021-07-26 12:00:00,38,5,11,33,87,normal,12,0,0
2021-07-26 12:15:00,57,9,1,31,98,normal,12,0,0
2021-07-26 12:30:00,20,3,3,27,53,normal,12,0,0
2021-07-26 12:45:00,42,6,9,33,90,normal,12,0,0
2021-07-26 13:00:00,47,11,21,15,94,normal,13,0,0
2021-07-26 13:15:00,67,8,22,22,119,normal,13,0,0
2021-07-26 13:30:00,70,8,28,13,119,high,13,0,0
2021-07-26 13:45:00,53,7,32,11,103,normal,13,0,0
2021-07-26 14:00:00,14,19,25,30,88,normal,14,0,0
2021-07-26 14:15:00,85,16,26,26,153,high,14,0,0
2021-07-26 14:30:00,84,11,34,14,143,high,14,0,0
2021-07-26 14:45:00,59,14,33,12,118,high,14,0,0
2021-07-26 15:00:00,94,3,12,14,123,normal,15,0,0
2021-07-26 15:15:00,81,18,25,12,136,normal,15,0,0
2021-07-26 15:30:00,91,12,10,25,138,normal,15,0,0
2021-07-26 15:45:00,107,23,13,11,154,normal,15,0,0
2021-07-26 16:00:00,137,20,30,15,202,heavy,16,0,0
2021-07-26 16:15:00,121,14,32,10,177,heavy,16,0,0
2021-07-26 16:30:00,115,26,33,19,193,heavy,16,0,0
2021-07-26 16:45:00,133,25,19,12,189,heavy,16,0,0
2021-07-26 17:00:00,110,10,29,17,166,high,17,0,0
2021-07-26 17:15:00,110,20,24,17,171,heavy,17,0,0
2021-07-26 17:30:00,111,26,14,15,166,normal,17,0,0
2021-07-26 17:45:00,113,20,38,17,188,heavy,17,0,0
2021-07-26 18:00:00,134,13,29,15,191,heavy,18,0,0
2021-07-26 18:15:00,148,14,21,19,202,heavy,18,0,0
2021-07-26 18:30:00,92,15,18,18,143,normal,18,0,0
2021-07-26 18:45:00,71,2,17,10,100,normal,18,0,0
2021-07-26 19:00:00,61,0,17,25,103,normal,19,0,0
2021-07-26 19:15:00,85,6,11,25,127,normal,19,0,0
2021-07-26 19:30:00,79,11,8,16,114,normal,19,0,0
2021-07-26 19:45:00,80,17,11,17,125,normal,19,0,0
2021-07-26 20:00:00,95,5,7,22,129,normal,20,0,0
2021-07-26 20:15:00,108,1,15,25,149,normal,20,0,0
2021-07-26 20:30:00,55,20,11,25,111,normal,20,0,0
2021-07-26 20:45:00,56,8,19,27,110,normal,20,0,0
2021-07-26 21:00:00,57,14,6,34,111,normal,21,0,0
2021-07-26 21:15:00,90,11,10,27,138,normal,21,0,0
2021-07-26 21:30:00,109,20,6,18,153,normal,21,0,0
2021-07-26 21:45:00,11,2,2,39,54,normal,21,0,0
2021-07-26 22:00:00,13,1,1,25,40,normal,22,0,0
2021-07-26 22:15:00,5,2,1,26,34,normal,22,0,0
2021-07-26 22:30:00,5,1,1,33,40,normal,22,0,0
2021-07-26 22:45:00,7,2,0,37,46,normal,22,0,0
2021-07-26 23:00:00,10,2,1,32,45,normal,23,0,0
2021-07-26 23:15:00,11,0,0,26,37,normal,23,0,0
2021-07-26 23:30:00,10,0,1,37,48,normal,23,0,0
2021-07-26 23:45:00,13,1,1,21,36,normal,23,0,0
2021-07-27 00:00:00,5,2,2,32,41,normal,0,1,0
2021-07-27 00:15:00,14,1,1,33,49,normal,0,1,0
2021-07-27 00:30:00,10,0,0,30,40,normal,0,1,0
2021-07-27 00:45:00,15,0,1,38,54,normal,0,1,0
2021-07-27 01:00:00,11,2,0,34,47,normal,1,1,0
2021-07-27 01:15:00,8,2,0,39,49,normal,1,1,0
2021-07-27 01:30:00,8,2,1,40,51,normal,1,1,0
2021-07-27 01:45:00,10,1,2,33,46,normal,1,1,0
2021-07-27 02:00:00,13,1,2,37,53,normal,2,1,0
2021-07-27 02:15:00,5,1,0,38,44,normal,2,1,0
2021-07-27 02:30:00,10,1,1,30,42,normal,2,1,0
2021-07-27 02:45:00,6,1,2,23,32,normal,2,1,0
2021-07-27 03:00:00,6,2,2,22,32,normal,3,1,0
2021-07-27 03:15:00,6,2,0,30,38,normal,3,1,0
2021-07-27 03:30:00,9,2,0,37,48,normal,3,1,0
2021-07-27 03:45:00,11,2,2,34,49,normal,3,1,0
2021-07-27 04:00:00,31,0,4,57,92,normal,4,1,0
2021-07-27 04:15:00,29,2,4,37,72,normal,4,1,0
2021-07-27 04:30:00,76,0,5,40,121,high,4,1,0
2021-07-27 04:45:00,51,6,5,57,119,high,4,1,0
2021-07-27 05:00:00,69,1,0,51,121,high,5,1,0
2021-07-27 05:15:00,42,7,2,47,98,normal,5,1,0
2021-07-27 05:30:00,42,10,1,47,100,normal,5,1,0
2021-07-27 05:45:00,38,8,2,57,105,normal,5,1,0
2021-07-27 06:00:00,25,9,3,39,76,normal,6,1,0
2021-07-27 06:15:00,72,0,4,36,112,high,6,1,0
2021-07-27 06:30:00,78,8,5,37,128,high,6,1,0
2021-07-27 06:45:00,45,7,0,35,87,normal,6,1,0
2021-07-27 07:00:00,75,6,2,42,125,high,7,1,0
2021-07-27 07:15:00,77,7,1,57,142,high,7,1,0
2021-07-27 07:30:00,34,3,2,47,86,normal,7,1,0
2021-07-27 07:45:00,49,4,2,58,113,high,7,1,0
2021-07-27 08:00:00,40,4,2,57,103,normal,8,1,0
2021-07-27 08:15:00,44,9,5,56,114,high,8,1,0
2021-07-27 08:30:00,70,0,2,26,98,normal,8,1,0
2021-07-27 08:45:00,63,7,0,52,122,high,8,1,0
2021-07-27 09:00:00,126,21,7,6,160,normal,9,1,0
2021-07-27 09:15:00,117,38,11,9,175,heavy,9,1,0
2021-07-27 09:30:00,101,41,17,9,168,heavy,9,1,0
2021-07-27 09:45:00,125,35,19,7,186,heavy,9,1,0
2021-07-27 10:00:00,147,43,10,7,207,heavy,10,1,0
2021-07-27 10:15:00,140,22,18,5,185,heavy,10,1,0
2021-07-27 10:30:00,142,44,6,6,198,heavy,10,1,0
2021-07-27 10:45:00,147,45,8,10,210,heavy,10,1,0
2021-07-27 11:00:00,137,26,14,8,185,heavy,11,1,0
2021-07-27 11:15:00,129,40,13,5,187,heavy,11,1,0
2021-07-27 11:30:00,131,30,9,8,178,heavy,11,1,0
2021-07-27 11:45:00,107,40,6,6,159,normal,11,1,0
2021-07-27 12:00:00,102,37,16,7,162,normal,12,1,0
2021-07-27 12:15:00,122,46,15,8,191,heavy,12,1,0
2021-07-27 12:30:00,116,30,15,7,168,heavy,12,1,0
2021-07-27 12:45:00,136,28,20,9,193,heavy,12,1,0
2021-07-27 13:00:00,138,34,15,10,197,heavy,13,1,0
2021-07-27 13:15:00,131,21,9,9,170,heavy,13,1,0
2021-07-27 13:30:00,129,39,16,5,189,heavy,13,1,0
2021-07-27 13:45:00,118,50,18,5,191,heavy,13,1,0
2021-07-27 14:00:00,140,40,8,6,194,heavy,14,1,0
2021-07-27 14:15:00,137,29,10,9,185,heavy,14,1,0
2021-07-27 14:30:00,121,46,5,6,178,heavy,14,1,0
2021-07-27 14:45:00,120,25,10,6,161,normal,14,1,0
2021-07-27 15:00:00,72,10,13,17,112,normal,15,1,0
2021-07-27 15:15:00,83,11,9,16,119,normal,15,1,0
2021-07-27 15:30:00,67,6,12,19,104,normal,15,1,0
2021-07-27 15:45:00,75,8,7,8,98,low,15,1,0
2021-07-27 16:00:00,60,10,6,5,81,low,16,1,0
2021-07-27 16:15:00,57,13,2,12,84,low,16,1,0
2021-07-27 16:30:00,77,13,7,12,109,low,16,1,0
2021-07-27 16:45:00,64,11,0,9,84,low,16,1,0
2021-07-27 17:00:00,85,12,12,19,128,normal,17,1,0
2021-07-27 17:15:00,88,5,2,5,100,low,17,1,0
2021-07-27 17:30:00,83,14,4,18,119,normal,17,1,0
2021-07-27 17:45:00,64,6,1,13,84,low,17,1,0
2021-07-27 18:00:00,62,9,0,18,89,low,18,1,0
2021-07-27 18:15:00,69,8,0,15,92,low,18,1,0
2021-07-27 18:30:00,84,15,5,18,122,normal,18,1,0
2021-07-27 18:45:00,70,6,9,8,93,low,18,1,0
2021-07-27 19:00:00,30,0,1,30,61,normal,19,1,0
2021-07-27 19:15:00,29,3,3,30,65,normal,19,1,0
2021-07-27 19:30:00,27,0,1,33,61,normal,19,1,0
2021-07-27 19:45:00,41,3,3,40,87,normal,19,1,0
2021-07-27 20:00:00,29,3,1,35,68,normal,20,1,0
2021-07-27 20:15:00,38,0,1,28,67,normal,20,1,0
2021-07-27 20:30:00,29,2,1,27,59,normal,20,1,0
2021-07-27 20:45:00,39,4,0,36,79,normal,20,1,0
2021-07-27 21:00:00,27,1,5,31,64,normal,21,1,0
2021-07-27 21:15:00,42,5,5,26,78,normal,21,1,0
2021-07-27 21:30:00,31,1,3,38,73,normal,21,1,0
2021-07-27 21:45:00,7,0,0,35,42,normal,21,1,0
2021-07-27 22:00:00,13,0,1,40,54,normal,22,1,0
2021-07-27 22:15:00,11,2,2,25,40,normal,22,1,0
2021-07-27 22:30:00,11,0,0,31,42,normal,22,1,0
2021-07-27 22:45:00,6,2,2,23,33,normal,22,1,0
2021-07-27 23:00:00,5,2,2,26,35,normal,23,1,0
2021-07-27 23:15:00,13,1,2,26,42,normal,23,1,0
2021-07-27 23:30:00,13,1,2,39,55,normal,23,1,0
2021-07-27 23:45:00,14,2,2,28,46,normal,23,1,0
2021-07-28 00:00:00,5,0,2,39,46,normal,0,2,0
2021-07-28 00:15:00,5,1,1,40,47,normal,0,2,0
2021-07-28 00:30:00,13,2,1,38,54,normal,0,2,0
2021-07-28 00:45:00,9,1,0,29,39,normal,0,2,0
2021-07-28 01:00:00,11,0,1,27,39,normal,1,2,0
2021-07-28 01:15:00,8,0,2,33,43,normal,1,2,0
2021-07-28 01:30:00,9,0,2,40,51,normal,1,2,0
2021-07-28 01:45:00,12,1,0,37,50,normal,1,2,0
2021-07-28 02:00:00,7,2,2,23,34,normal,2,2,0
2021-07-28 02:15:00,14,1,1,29,45,normal,2,2,0
2021-07-28 02:30:00,13,1,2,38,54,normal,2,2,0
2021-07-28 02:45:00,11,2,2,37,52,normal,2,2,0
2021-07-28 03:00:00,10,2,2,26,40,normal,3,2,0
2021-07-28 03:15:00,12,0,2,21,35,normal,3,2,0
2021-07-28 03:30:00,12,2,1,21,36,normal,3,2,0
2021-07-28 03:45:00,6,2,1,38,47,normal,3,2,0
2021-07-28 04:00:00,72,6,1,25,104,normal,4,2,0
2021-07-28 04:15:00,77,5,6,20,108,normal,4,2,0
2021-07-28 04:30:00,89,10,0,16,115,normal,4,2,0
2021-07-28 04:45:00,86,1,6,28,121,normal,4,2,0
2021-07-28 05:00:00,64,1,0,27,92,normal,5,2,0
2021-07-28 05:15:00,55,3,1,27,86,normal,5,2,0
2021-07-28 05:30:00,59,0,6,16,81,low,5,2,0
2021-07-28 05:45:00,135,13,24,6,178,heavy,5,2,0
2021-07-28 06:00:00,138,21,19,10,188,heavy,6,2,0
2021-07-28 06:15:00,80,10,17,13,120,normal,6,2,0
2021-07-28 06:30:00,148,24,14,10,196,heavy,6,2,0
2021-07-28 06:45:00,84,25,21,10,140,normal,6,2,0
2021-07-28 07:00:00,103,19,15,6,143,normal,7,2,0
2021-07-28 07:15:00,119,13,10,9,151,normal,7,2,0
2021-07-28 07:30:00,110,16,21,8,155,normal,7,2,0
2021-07-28 07:45:00,130,18,20,13,181,heavy,7,2,0
2021-07-28 08:00:00,105,27,23,10,165,normal,8,2,0
2021-07-28 08:15:00,103,30,22,12,167,normal,8,2,0
2021-07-28 08:30:00,150,12,16,10,188,heavy,8,2,0
2021-07-28 08:45:00,132,15,17,14,178,heavy,8,2,0
2021-07-28 09:00:00,47,6,15,9,77,low,9,2,0
2021-07-28 09:15:00,71,10,6,10,97,low,9,2,0
2021-07-28 09:30:00,49,10,12,8,79,low,9,2,0
2021-07-28 09:45:00,43,6,21,5,75,normal,9,2,0
2021-07-28 10:00:00,74,15,29,15,133,high,10,2,0
2021-07-28 10:15:00,30,6,26,18,80,normal,10,2,0
2021-07-28 10:30:00,38,15,17,15,85,normal,10,2,0
2021-07-28 10:45:00,59,2,8,25,94,normal,10,2,0
2021-07-28 11:00:00,51,8,5,25,89,normal,11,2,0
2021-07-28 11:15:00,26,9,11,29,75,normal,11,2,0
2021-07-28 11:30:00,55,7,8,33,103,normal,11,2,0
2021-07-28 11:45:00,43,4,0,32,79,normal,11,2,0
2021-07-28 12:00:00,64,1,7,35,107,normal,12,2,0
2021-07-28 12:15:00,63,8,13,27,111,normal,12,2,0
2021-07-28 12:30:00,42,8,3,26,79,normal,12,2,0
2021-07-28 12:45:00,30,7,10,32,79,normal,12,2,0
2021-07-28 13:00:00,13,20,1,20,54,normal,13,2,0
2021-07-28 13:15:00,59,19,16,23,117,normal,13,2,0
2021-07-28 13:30:00,57,14,21,19,111,normal,13,2,0
2021-07-28 13:45:00,74,11,23,19,127,normal,13,2,0
2021-07-28 14:00:00,33,3,27,23,86,normal,14,2,0
2021-07-28 14:15:00,7,6,12,20,45,normal,14,2,0
2021-07-28 14:30:00,38,7,1,13,59,low,14,2,0
2021-07-28 14:45:00,6,9,10,27,52,normal,14,2,0
2021-07-28 15:00:00,54,6,18,23,101,normal,15,2,0
2021-07-28 15:15:00,45,16,28,18,107,normal,15,2,0
2021-07-28 15:30:00,44,3,0,23,70,normal,15,2,0
2021-07-28 15:45:00,144,21,10,19,194,heavy,15,2,0
2021-07-28 16:00:00,144,24,26,14,208,heavy,16,2,0
2021-07-28 16:15:00,112,26,38,12,188,heavy,16,2,0
2021-07-28 16:30:00,106,9,31,11,157,high,16,2,0
2021-07-28 16:45:00,149,27,33,16,225,heavy,16,2,0
2021-07-28 17:00:00,120,30,17,19,186,heavy,17,2,0
2021-07-28 17:15:00,133,15,10,10,168,heavy,17,2,0
2021-07-28 17:30:00,108,14,38,19,179,heavy,17,2,0
2021-07-28 17:45:00,141,24,11,19,195,heavy,17,2,0
2021-07-28 18:00:00,127,15,21,17,180,heavy,18,2,0
2021-07-28 18:15:00,134,20,38,20,212,heavy,18,2,0
2021-07-28 18:30:00,95,16,15,24,150,normal,18,2,0
2021-07-28 18:45:00,71,4,14,30,119,normal,18,2,0
2021-07-28 19:00:00,70,7,7,10,94,low,19,2,0
2021-07-28 19:15:00,55,13,10,33,111,normal,19,2,0
2021-07-28 19:30:00,74,19,12,35,140,high,19,2,0
2021-07-28 19:45:00,57,4,15,29,105,normal,19,2,0
2021-07-28 20:00:00,59,11,5,21,96,normal,20,2,0
2021-07-28 20:15:00,85,8,14,15,122,normal,20,2,0
2021-07-28 20:30:00,74,20,17,24,135,normal,20,2,0
2021-07-28 20:45:00,88,19,7,27,141,normal,20,2,0
2021-07-28 21:00:00,64,18,13,17,112,normal,21,2,0
2021-07-28 21:15:00,80,18,14,11,123,normal,21,2,0
2021-07-28 21:30:00,108,7,11,25,151,normal,21,2,0
2021-07-28 21:45:00,14,1,0,28,43,normal,21,2,0
2021-07-28 22:00:00,7,1,1,33,42,normal,22,2,0
2021-07-28 22:15:00,5,1,2,31,39,normal,22,2,0
2021-07-28 22:30:00,11,2,0,36,49,normal,22,2,0
2021-07-28 22:45:00,14,2,1,40,57,normal,22,2,0
2021-07-28 23:00:00,6,0,1,21,28,normal,23,2,0
2021-07-28 23:15:00,7,0,2,36,45,normal,23,2,0
2021-07-28 23:30:00,12,2,1,20,35,normal,23,2,0
2021-07-28 23:45:00,8,2,2,39,51,normal,23,2,0
2021-07-29 00:00:00,5,1,0,35,41,normal,0,3,0
2021-07-29 00:15:00,5,2,1,21,29,normal,0,3,0
2021-07-29 00:30:00,10,0,2,33,45,normal,0,3,0
2021-07-29 00:45:00,12,0,0,35,47,normal,0,3,0
2021-07-29 01:00:00,11,0,2,37,50,normal,1,3,0
2021-07-29 01:15:00,6,0,0,29,35,normal,1,3,0
2021-07-29 01:30:00,15,2,1,38,56,normal,1,3,0
2021-07-29 01:45:00,13,1,2,20,36,normal,1,3,0
2021-07-29 02:00:00,11,2,2,39,54,normal,2,3,0
2021-07-29 02:15:00,6,1,0,39,46,normal,2,3,0
2021-07-29 02:30:00,6,0,1,28,35,normal,2,3,0
2021-07-29 02:45:00,15,2,1,37,55,normal,2,3,0
2021-07-29 03:00:00,11,2,2,24,39,normal,3,3,0
2021-07-29 03:15:00,5,0,0,21,26,normal,3,3,0
2021-07-29 03:30:00,8,0,0,20,28,normal,3,3,0
2021-07-29 03:45:00,8,1,2,29,40,normal,3,3,0
2021-07-29 04:00:00,54,8,7,16,85,low,4,3,0
2021-07-29 04:15:00,64,0,1,25,90,normal,4,3,0
2021-07-29 04:30:00,55,2,6,24,87,normal,4,3,0
2021-07-29 04:45:00,86,4,5,20,115,normal,4,3,0
2021-07-29 05:00:00,51,10,3,28,92,normal,5,3,0
2021-07-29 05:15:00,81,8,5,12,106,low,5,3,0
2021-07-29 05:30:00,73,1,3,23,100,normal,5,3,0
2021-07-29 05:45:00,104,29,19,13,165,normal,5,3,0
2021-07-29 06:00:00,122,17,21,9,169,heavy,6,3,0
2021-07-29 06:15:00,94,21,15,7,137,normal,6,3,0
2021-07-29 06:30:00,141,30,22,11,204,heavy,6,3,0
2021-07-29 06:45:00,93,12,25,7,137,normal,6,3,0
2021-07-29 07:00:00,123,29,13,7,172,heavy,7,3,0
2021-07-29 07:15:00,131,27,19,15,192,heavy,7,3,0
2021-07-29 07:30:00,138,25,20,14,197,heavy,7,3,0
2021-07-29 07:45:00,148,20,14,11,193,heavy,7,3,0
2021-07-29 08:00:00,93,12,14,13,132,normal,8,3,0
2021-07-29 08:15:00,125,22,12,12,171,heavy,8,3,0
2021-07-29 08:30:00,109,26,16,9,160,normal,8,3,0
2021-07-29 08:45:00,99,25,15,12,151,normal,8,3,0
2021-07-29 09:00:00,78,6,29,14,127,high,9,3,0
2021-07-29 09:15:00,63,6,21,9,99,normal,9,3,0
2021-07-29 09:30:00,36,11,25,8,80,normal,9,3,0
2021-07-29 09:45:00,69,5,23,16,113,normal,9,3,0
2021-07-29 10:00:00,67,13,15,17,112,normal,10,3,0
2021-07-29 10:15:00,34,12,28,11,85,normal,10,3,0
2021-07-29 10:30:00,71,6,12,19,108,normal,10,3,0
2021-07-29 10:45:00,22,9,0,31,62,normal,10,3,0
2021-07-29 11:00:00,54,4,10,35,103,normal,11,3,0
2021-07-29 11:15:00,27,8,13,35,83,normal,11,3,0
2021-07-29 11:30:00,36,2,7,27,72,normal,11,3,0
2021-07-29 11:45:00,29,9,13,28,79,normal,11,3,0
2021-07-29 12:00:00,65,3,12,25,105,normal,12,3,0
2021-07-29 12:15:00,66,5,7,35,113,high,12,3,0
2021-07-29 12:30:00,23,4,5,30,62,normal,12,3,0
2021-07-29 12:45:00,42,10,2,25,79,normal,12,3,0
2021-07-29 13:00:00,55,5,33,20,113,high,13,3,0
2021-07-29 13:15:00,18,5,15,21,59,normal,13,3,0
2021-07-29 13:30:00,22,13,17,22,74,normal,13,3,0
2021-07-29 13:45:00,59,18,18,23,118,normal,13,3,0
2021-07-29 14:00:00,63,16,3,13,95,low,14,3,0
2021-07-29 14:15:00,66,3,25,12,106,normal,14,3,0
2021-07-29 14:30:00,75,4,3,15,97,low,14,3,0
2021-07-29 14:45:00,92,7,35,25,159,high,14,3,0
2021-07-29 15:00:00,40,14,16,28,98,normal,15,3,0
2021-07-29 15:15:00,39,2,8,19,68,normal,15,3,0
2021-07-29 15:30:00,43,11,16,20,90,normal,15,3,0
2021-07-29 15:45:00,128,26,25,12,191,heavy,15,3,0
2021-07-29 16:00:00,150,24,30,12,216,heavy,16,3,0
2021-07-29 16:15:00,108,6,37,18,169,heavy,16,3,0
2021-07-29 16:30:00,111,17,40,18,186,heavy,16,3,0
2021-07-29 16:45:00,112,24,39,16,191,heavy,16,3,0
2021-07-29 17:00:00,140,10,38,18,206,heavy,17,3,0
2021-07-29 17:15:00,144,13,15,14,186,heavy,17,3,0
2021-07-29 17:30:00,127,17,24,17,185,heavy,17,3,0
2021-07-29 17:45:00,100,8,13,11,132,normal,17,3,0
2021-07-29 18:00:00,138,9,16,20,183,heavy,18,3,0
2021-07-29 18:15:00,108,10,21,16,155,normal,18,3,0
2021-07-29 18:30:00,82,8,19,12,121,normal,18,3,0
2021-07-29 18:45:00,107,19,6,17,149,normal,18,3,0
2021-07-29 19:00:00,73,1,10,32,116,high,19,3,0
2021-07-29 19:15:00,54,4,13,34,105,normal,19,3,0
2021-07-29 19:30:00,68,10,20,13,111,normal,19,3,0
2021-07-29 19:45:00,70,9,13,25,117,normal,19,3,0
2021-07-29 20:00:00,58,20,17,16,111,normal,20,3,0
2021-07-29 20:15:00,99,12,13,16,140,normal,20,3,0
2021-07-29 20:30:00,100,14,16,28,158,normal,20,3,0
2021-07-29 20:45:00,68,14,16,20,118,normal,20,3,0
2021-07-29 21:00:00,106,11,17,27,161,normal,21,3,0
2021-07-29 21:15:00,83,13,9,34,139,high,21,3,0
2021-07-29 21:30:00,66,14,8,24,112,normal,21,3,0
2021-07-29 21:45:00,6,1,2,29,38,normal,21,3,0
2021-07-29 22:00:00,11,0,0,27,38,normal,22,3,0
2021-07-29 22:15:00,11,2,1,29,43,normal,22,3,0
2021-07-29 22:30:00,8,2,1,28,39,normal,22,3,0
2021-07-29 22:45:00,13,2,1,23,39,normal,22,3,0
2021-07-29 23:00:00,7,1,1,20,29,normal,23,3,0
2021-07-29 23:15:00,7,2,1,35,45,normal,23,3,0
2021-07-29 23:30:00,5,2,0,25,32,normal,23,3,0
2021-07-29 23:45:00,10,2,0,40,52,normal,23,3,0
2021-07-30 00:00:00,14,2,0,33,49,normal,0,4,0
2021-07-30 00:15:00,12,1,0,38,51,normal,0,4,0
2021-07-30 00:30:00,7,1,0,27,35,normal,0,4,0
2021-07-30 00:45:00,15,0,1,28,44,normal,0,4,0
2021-07-30 01:00:00,12,2,1,31,46,normal,1,4,0
2021-07-30 01:15:00,15,0,2,21,38,normal,1,4,0
2021-07-30 01:30:00,12,1,0,36,49,normal,1,4,0
2021-07-30 01:45:00,9,1,1,26,37,normal,1,4,0
2021-07-30 02:00:00,7,2,1,39,49,normal,2,4,0
2021-07-30 02:15:00,13,2,0,40,55,normal,2,4,0
2021-07-30 02:30:00,14,1,1,27,43,normal,2,4,0
2021-07-30 02:45:00,9,0,2,24,35,normal,2,4,0
2021-07-30 03:00:00,13,0,0,38,51,normal,3,4,0
2021-07-30 03:15:00,15,2,0,32,49,normal,3,4,0
2021-07-30 03:30:00,6,0,2,24,32,normal,3,4,0
2021-07-30 03:45:00,7,0,2,31,40,normal,3,4,0
2021-07-30 04:00:00,84,8,2,12,106,low,4,4,0
2021-07-30 04:15:00,71,0,4,23,98,normal,4,4,0
2021-07-30 04:30:00,80,8,4,21,113,normal,4,4,0
2021-07-30 04:45:00,77,10,7,27,121,normal,4,4,0
2021-07-30 05:00:00,86,9,1,29,125,normal,5,4,0
2021-07-30 05:15:00,71,0,5,18,94,low,5,4,0
2021-07-30 05:30:00,78,6,2,11,97,low,5,4,0
2021-07-30 05:45:00,82,22,10,9,123,normal,5,4,0
2021-07-30 06:00:00,114,14,16,13,157,normal,6,4,0
2021-07-30 06:15:00,115,22,23,13,173,heavy,6,4,0
2021-07-30 06:30:00,81,18,12,11,122,normal,6,4,0
2021-07-30 06:45:00,145,10,23,13,191,heavy,6,4,0
2021-07-30 07:00:00,84,21,14,13,132,normal,7,4,0
2021-07-30 07:15:00,109,27,13,14,163,normal,7,4,0
2021-07-30 07:30:00,103,23,10,9,145,normal,7,4,0
2021-07-30 07:45:00,131,27,20,9,187,heavy,7,4,0
2021-07-30 08:00:00,113,29,12,15,169,heavy,8,4,0
2021-07-30 08:15:00,127,18,20,7,172,heavy,8,4,0
2021-07-30 08:30:00,125,24,17,8,174,heavy,8,4,0
2021-07-30 08:45:00,88,28,25,8,149,normal,8,4,0
2021-07-30 09:00:00,54,8,10,15,87,low,9,4,0
2021-07-30 09:15:00,78,15,19,14,126,normal,9,4,0
2021-07-30 09:30:00,39,11,16,16,82,normal,9,4,0
2021-07-30 09:45:00,56,9,26,20,111,normal,9,4,0
2021-07-30 10:00:00,32,10,19,18,79,normal,10,4,0
2021-07-30 10:15:00,70,5,18,7,100,normal,10,4,0
2021-07-30 10:30:00,55,10,30,15,110,normal,10,4,0
2021-07-30 10:45:00,66,5,6,26,103,normal,10,4,0
2021-07-30 11:00:00,26,6,1,30,63,normal,11,4,0
2021-07-30 11:15:00,50,1,13,29,93,normal,11,4,0
2021-07-30 11:30:00,52,7,1,26,86,normal,11,4,0
2021-07-30 11:45:00,23,8,13,34,78,normal,11,4,0
2021-07-30 12:00:00,59,9,11,28,107,normal,12,4,0
2021-07-30 12:15:00,43,1,6,25,75,normal,12,4,0
2021-07-30 12:30:00,21,8,4,32,65,normal,12,4,0
2021-07-30 12:45:00,23,7,9,31,70,normal,12,4,0
2021-07-30 13:00:00,51,3,7,17,78,low,13,4,0
2021-07-30 13:15:00,84,0,30,19,133,high,13,4,0
2021-07-30 13:30:00,17,19,3,10,49,low,13,4,0
2021-07-30 13:45:00,79,9,19,11,118,normal,13,4,0
2021-07-30 14:00:00,66,19,29,20,134,high,14,4,0
2021-07-30 14:15:00,6,12,29,25,72,normal,14,4,0
2021-07-30 14:30:00,61,7,25,21,114,normal,14,4,0
2021-07-30 14:45:00,68,12,5,11,96,low,14,4,0
2021-07-30 15:00:00,23,13,28,27,91,normal,15,4,0
2021-07-30 15:15:00,22,18,15,21,76,normal,15,4,0
2021-07-30 15:30:00,38,13,13,11,75,low,15,4,0
2021-07-30 15:45:00,146,14,11,17,188,heavy,15,4,0
2021-07-30 16:00:00,123,13,31,16,183,heavy,16,4,0
2021-07-30 16:15:00,132,27,33,19,211,heavy,16,4,0
2021-07-30 16:30:00,134,17,13,20,184,heavy,16,4,0
2021-07-30 16:45:00,138,7,40,11,196,heavy,16,4,0
2021-07-30 17:00:00,100,26,17,19,162,normal,17,4,0
2021-07-30 17:15:00,117,12,36,15,180,heavy,17,4,0
2021-07-30 17:30:00,142,6,28,15,191,heavy,17,4,0
2021-07-30 17:45:00,149,24,36,12,221,heavy,17,4,0
2021-07-30 18:00:00,110,14,35,11,170,heavy,18,4,0
2021-07-30 18:15:00,105,5,20,13,143,normal,18,4,0
